//==============================================================================
//Monster Set Base File [KOR]
//#www.darksideofmu.com
//by DaRKav (darkav@hotmail.com)
//------------------------------------------------------------------------------
//Revision 25 Apr, 2008		
//==============================================================================
//0 - Guards / NPC / Traps
//1 - Spots
//2 - Normal Monster
//3 - Bone King / Golden Monsters
//4 - Blood Castle Monsters / Gate / Others

//=========================================================================================
//	Invasion Golden
//=========================================================================================
//Mob	Map	Radio	CordX	CordY	CordX2	CordY2	Dir 	Quant  Name	
3
43	3	30	10	10	240	240	-1	4	//Golden Budge Dragon
44	0	30	182	128	195	145	-1	7	//Golden Dragon
53	0	30	185	132	185	132	-1	2	//Golden Titan
55	0	30	132	83	132	83	-1	2	//Death King
54	0	30	183	128	188	135	-1	15	//Golden Soldier
56	0	30	132	83	138	90	-1	15	//Death Bone
78	0	30	10	10	240	240	-1	2	//Golden Goblin
79	0	30	10	10	240	240	-1	4	//Golden Dragon
80	0	30	185	132	185	132	-1	2	//Golden Lizard King
81	0	30	132	83	132	83	-1	7	//Golden Vepar
82	0	30	183	128	188	135	-1	2	//Golden Tantallos
83	0	30	132	83	138	90	-1	15	//Golden Iron Wheel
end

//=========================================================================================						
//	Lorencia NPCs						
//=========================================================================================						
//Mob	Map	Rad	X	Y	Str	Name
0
260 	28 	30 	111 	44 	-1 	//Death Angel 
260 	28 	30 	112 	45 	-1 	//Death Angel 
260 	28 	30 	118 	54 	-1 	//Death Angel 
260 	28 	30 	117 	66 	-1 	//Death Angel 
260 	28 	30 	116 	78 	-1 	//Death Angel 
261 	28 	30 	85 	89 	-1 	//Death Centurion
261 	28 	30 	76 	77 	-1  	//Death Centurion
261 	28 	30 	82 	87 	-1  	//Death Centurion
261 	28 	30 	69 	79 	-1  	//Death Centurion
261 	28 	30 	59 	73 	-1  	//Death Centurion
262 	28 	30 	92 	19 	-1	//Bloody Soldier
262 	28 	30 	93 	15 	-1 	//Bloody Soldier
262 	28 	30 	107 	11 	-1 	//Bloody Soldier
262 	28 	30 	112 	11 	-1 	//Bloody Soldier
262 	28 	30 	109 	35 	-1 	//Bloody Soldier
262 	28 	30 	117 	20 	-1 	//Bloody Soldier
263 	28	30 	38 	19 	-1 	//Aegis
263 	28 	30 	41 	15 	-1 	//Aegis
263 	28 	30 	47 	13 	-1 	//Aegis
264 	28 	30 	62 	14 	-1 	//Lord Centurion
264 	28 	30 	56 	9 	-1  	//Lord Centurion
264 	28 	30 	58 	20 	-1  	//Lord Centurion
264 	28 	30 	65 	14 	-1  	//Lord Centurion
264 	28 	30 	68 	29 	-1  	//Lord Centurion
264 	28 	30 	91 	19 	-1  	//Lord Centurion
265 	28 	30 	110 	72 	-1 	//Necron
265 	28 	30 	115 	71 	-1  	//Necron
265 	28 	30 	120 	97 	-1  	//Necron
265 	28 	30 	101 	88 	-1  	//Necron
265 	28 	30 	102 	81 	-1  	//Necron
265 	28 	30 	113 	96 	-1  	//Necron
265 	28 	30 	118 	104 	-1  	//Necron
265 	28 	30 	114 	105 	-1  	//Necron
265 	28 	30 	88 	91 	-1  	//Necron
266 	28 	30 	44 	57 	-1  	//Schriker 	
266 	28 	30 	27 	57 	-1   	//Schriker
266 	28 	30 	36 	79 	-1   	//Schriker
266 	28 	30 	40 	94 	-1   	//Schriker
266 	28 	30 	37 	105 	-1   	//Schriker
267 	28 	30 	23 	87 	-1  	//Illusion of Kundun 
260 	28 	30 	110 	35 	-1	//Death Angel 
260 	28 	30 	109 	25 	-1 	//Death Angel 
260 	28 	30 	115 	30 	-1 	//Death Angel 
260 	28 	30 	103 	41 	-1 	//Death Angel 
260 	28 	30 	112 	52 	-1 	//Death Angel 
260 	28 	30 	111 	44 	-1 	//Death Angel 
260 	28 	30 	112 	45 	-1 	//Death Angel 
260 	28 	30 	118 	54 	-1 	//Death Angel 
260 	28 	30 	117 	66 	-1 	//Death Angel 
260 	28 	30 	116 	78 	-1 	//Death Angel 
261 	28 	30 	85 	89 	-1 	//Death Centurion
261 	28 	30 	76 	77 	-1  	//Death Centurion
261 	28 	30 	82 	87 	-1  	//Death Centurion
261 	28 	30 	69 	79 	-1  	//Death Centurion
261 	28 	30 	59 	73 	-1  	//Death Centurion
262 	28 	30 	92 	19 	-1	//Bloody Soldier
262 	28 	30 	93 	15 	-1 	//Bloody Soldier
262 	28 	30 	107 	11 	-1 	//Bloody Soldier
262 	28 	30 	112 	11 	-1 	//Bloody Soldier
262 	28 	30 	109 	35 	-1 	//Bloody Soldier
262 	28 	30 	117 	20 	-1 	//Bloody Soldier
263 	28	30 	38 	19 	-1 	//Aegis
263 	28 	30 	41 	15 	-1 	//Aegis
263 	28 	30 	47 	13 	-1 	//Aegis
264 	28 	30 	62 	14 	-1 	//Lord Centurion
264 	28 	30 	56 	9 	-1  	//Lord Centurion
264 	28 	30 	58 	20 	-1  	//Lord Centurion
264 	28 	30 	65 	14 	-1  	//Lord Centurion
264 	28 	30 	68 	29 	-1  	//Lord Centurion
264 	28 	30 	91 	19 	-1  	//Lord Centurion
265 	28 	30 	110 	72 	-1 	//Necron
265 	28 	30 	115 	71 	-1  	//Necron
265 	28 	30 	120 	97 	-1  	//Necron
265 	28 	30 	101 	88 	-1  	//Necron
265 	28 	30 	102 	81 	-1  	//Necron
265 	28 	30 	113 	96 	-1  	//Necron
265 	28 	30 	118 	104 	-1  	//Necron
265 	28 	30 	114 	105 	-1  	//Necron
265 	28 	30 	88 	91 	-1  	//Necron
266 	28 	30 	44 	57 	-1  	//Schriker 	
266 	28 	30 	27 	57 	-1   	//Schriker
266 	28 	30 	36 	79 	-1   	//Schriker
266 	28 	30 	40 	94 	-1   	//Schriker
266 	28 	30 	37 	105 	-1   	//Schriker
260 	28 	30 	110 	35 	-1	//Death Angel 
260 	28 	30 	109 	25 	-1 	//Death Angel 
260 	28 	30 	115 	30 	-1 	//Death Angel 
260 	28 	30 	103 	41 	-1 	//Death Angel 
260 	28 	30 	112 	52 	-1 	//Death Angel 
260 	28 	30 	111 	44 	-1 	//Death Angel 
260 	28 	30 	112 	45 	-1 	//Death Angel 
260 	28 	30 	118 	54 	-1 	//Death Angel 
260 	28 	30 	117 	66 	-1 	//Death Angel 
260 	28 	30 	116 	78 	-1 	//Death Angel 
261 	28 	30 	85 	89 	-1 	//Death Centurion
261 	28 	30 	76 	77 	-1  	//Death Centurion
261 	28 	30 	82 	87 	-1  	//Death Centurion
261 	28 	30 	69 	79 	-1  	//Death Centurion
261 	28 	30 	59 	73 	-1  	//Death Centurion
262 	28 	30 	92 	19 	-1	//Bloody Soldier
262 	28 	30 	93 	15 	-1 	//Bloody Soldier
262 	28 	30 	107 	11 	-1 	//Bloody Soldier
262 	28 	30 	112 	11 	-1 	//Bloody Soldier
262 	28 	30 	109 	35 	-1 	//Bloody Soldier
262 	28 	30 	117 	20 	-1 	//Bloody Soldier
263 	28	30 	38 	19 	-1 	//Aegis
263 	28 	30 	41 	15 	-1 	//Aegis
263 	28 	30 	47 	13 	-1 	//Aegis
264 	28 	30 	62 	14 	-1 	//Lord Centurion
264 	28 	30 	56 	9 	-1  	//Lord Centurion
264 	28 	30 	58 	20 	-1  	//Lord Centurion
264 	28 	30 	65 	14 	-1  	//Lord Centurion
264 	28 	30 	68 	29 	-1  	//Lord Centurion
264 	28 	30 	91 	19 	-1  	//Lord Centurion
265 	28 	30 	110 	72 	-1 	//Necron
265 	28 	30 	115 	71 	-1  	//Necron
265 	28 	30 	120 	97 	-1  	//Necron
265 	28 	30 	101 	88 	-1  	//Necron
265 	28 	30 	102 	81 	-1  	//Necron
265 	28 	30 	113 	96 	-1  	//Necron
265 	28 	30 	118 	104 	-1  	//Necron
265 	28 	30 	114 	105 	-1  	//Necron
265 	28 	30 	88 	91 	-1  	//Necron
266 	28 	30 	44 	57 	-1  	//Schriker 	
266 	28 	30 	27 	57 	-1   	//Schriker
266 	28 	30 	36 	79 	-1   	//Schriker
266 	28 	30 	40 	94 	-1   	//Schriker
266 	28 	30 	37 	105 	-1   	//Schriker
end
//Kalima 6
//Mob	Map	Radio	CordX	CordY	Strong	Name
2
268 	29 	30 	109 	54 	-1 	//Death Angel
268 	29 	30 	107 	54 	-1  	//Death Angel
268 	29 	30 	120 	67 	-1  	//Death Angel
268 	29 	30 	115 	78 	-1  	//Death Angel
268 	29 	30 	118 	78 	-1  	//Death Angel
268 	29 	30 	105 	91 	-1  	//Death Angel
268 	29 	30 	97 	96 	-1  	//Death Angel
268 	29 	30 	101 	92 	-1  	//Death Angel
268 	29 	30 	109 	101 	-1  	//Death Angel
268 	29 	30 	88 	87 	-1  	//Death Angel
269 	29 	30 	77 	86 	-1 	//Death Centurion
269 	29 	30 	82 	91 	-1 	//Death Centurion
269 	29 	30 	70 	69 	-1 	//Death Centurion
269 	29 	30 	54 	78 	-1 	//Death Centurion
269 	29 	30 	65 	71 	-1 	//Death Centurion
270 	29 	30 	94 	19 	-1 	//Bloody Soldier
270 	29 	30 	113 	20 	-1 	//Bloody Soldier
270 	29 	30 	109 	24 	-1 	//Bloody Soldier
270 	29 	30 	104 	32 	-1 	//Bloody Soldier
270 	29 	30 	112 	40 	-1 	//Bloody Soldier
270 	29 	30 	108 	29 	-1 	//Bloody Soldier
270 	29 	30 	108 	37 	-1 	//Bloody Soldier
270 	29 	30 	107 	41 	-1 	//Bloody Soldier
270 	29 	30 	115 	65 	-1 	//Bloody Soldier
270 	29 	30 	115 	60 	-1 	//Bloody Soldier
270 	29 	30 	104 	66 	-1 	//Bloody Soldier
270 	29 	30 	116 	75 	-1 	//Bloody Soldier
271 	29 	30 	40 	9 	-1 	//Aegis
271 	29 	30 	36 	26 	-1  	//Aegis
271 	29 	30 	33 	19 	-1  	//Aegis
271 	29 	30 	37 	16 	-1  	//Aegis
271 	29 	30 	42 	23 	-1  	//Aegis
271 	29 	30 	42 	9 	-1  	//Aegis
271 	29 	30 	45 	16 	-1  	//Aegis
271 	29 	30 	50 	25 	-1  	//Aegis
271 	29 	30 	52 	14 	-1  	//Aegis
271 	29 	30 	58 	24 	-1  	//Aegis
271 	29 	30 	62 	23 	-1  	//Aegis
271 	29 	30 	69 	24 	-1 	//Aegis
272 	29 	30 	75 	13 	-1 	//Lord Centurion
272 	29 	30 	78 	19 	-1 	//Lord Centurion
272 	29 	30 	80 	12 	-1 	//Lord Centurion
272 	29 	30 	79 	26 	-1 	//Lord Centurion
272 	29 	30 	97 	17 	-1 	//Lord Centurion
272 	29 	30 	81 	14 	-1 	//Lord Centurion
272 	29 	30 	91 	9 	-1 	//Lord Centurion
272 	29 	30 	98 	10 	-1 	//Lord Centurion
272 	29 	30 	109 	26 	-1 	//Lord Centurion
272 	29 	30 	119 	44 	-1 	//Lord Centurion
273 	29 	30 	113 	83 	-1 	//Necron
273 	29 	30 	122 	96 	-1 	//Necron 
273 	29 	30 	101 	108 	-1  	//Necron
273 	29 	30 	81 	81 	-1  	//Necron
273 	29 	30 	87 	92 	-1  	//Necron
273 	29 	30 	73 	77 	-1  	//Necron
273 	29 	30 	77 	82 	-1  	//Necron
273 	29 	30 	63 	69 	-1  	//Necron
274 	29 	30 	37 	68 	-1 	//Schriker
274 	29 	30 	45 	70 	-1 	//Schriker
274 	29 	30 	36 	49 	-1 	//Schriker
274 	29 	30 	30 	62 	-1 	//Schriker
274 	29 	30 	27 	48 	-1 	//Schriker
274 	29 	30 	41 	76 	-1 	//Schriker
274 	29 	30 	45 	90 	-1 	//Schriker
274 	29 	30 	36 	104 	-1 	//Schriker
274 	29 	30 	48 	112 	-1 	//Schriker
274 	29 	30 	43 	91 	-1 	//Schriker
274 	29 	30 	42 	94 	-1 	//Schriker
274 	29 	30 	38 	112 	-1 	//Schriker
275 	29 	30 	23 	86 	-1	//Illusion of Kundun
268 	29 	30 	109 	54 	-1 	//Death Angel
268 	29 	30 	107 	54 	-1  	//Death Angel
268 	29 	30 	120 	67 	-1  	//Death Angel
268 	29 	30 	115 	78 	-1  	//Death Angel
268 	29 	30 	118 	78 	-1  	//Death Angel
268 	29 	30 	105 	91 	-1  	//Death Angel
268 	29 	30 	97 	96 	-1  	//Death Angel
268 	29 	30 	101 	92 	-1  	//Death Angel
268 	29 	30 	109 	101 	-1  	//Death Angel
268 	29 	30 	88 	87 	-1  	//Death Angel
269 	29 	30 	77 	86 	-1 	//Death Centurion
269 	29 	30 	82 	91 	-1 	//Death Centurion
269 	29 	30 	70 	69 	-1 	//Death Centurion
269 	29 	30 	54 	78 	-1 	//Death Centurion
269 	29 	30 	65 	71 	-1 	//Death Centurion
270 	29 	30 	94 	19 	-1 	//Bloody Soldier
270 	29 	30 	113 	20 	-1 	//Bloody Soldier
270 	29 	30 	109 	24 	-1 	//Bloody Soldier
270 	29 	30 	104 	32 	-1 	//Bloody Soldier
270 	29 	30 	112 	40 	-1 	//Bloody Soldier
270 	29 	30 	108 	29 	-1 	//Bloody Soldier
270 	29 	30 	108 	37 	-1 	//Bloody Soldier
270 	29 	30 	107 	41 	-1 	//Bloody Soldier
270 	29 	30 	115 	65 	-1 	//Bloody Soldier
270 	29 	30 	115 	60 	-1 	//Bloody Soldier
270 	29 	30 	104 	66 	-1 	//Bloody Soldier
270 	29 	30 	116 	75 	-1 	//Bloody Soldier
271 	29 	30 	40 	9 	-1 	//Aegis
271 	29 	30 	36 	26 	-1  	//Aegis
271 	29 	30 	33 	19 	-1  	//Aegis
271 	29 	30 	37 	16 	-1  	//Aegis
271 	29 	30 	42 	23 	-1  	//Aegis
271 	29 	30 	42 	9 	-1  	//Aegis
271 	29 	30 	45 	16 	-1  	//Aegis
271 	29 	30 	50 	25 	-1  	//Aegis
271 	29 	30 	52 	14 	-1  	//Aegis
271 	29 	30 	58 	24 	-1  	//Aegis
271 	29 	30 	62 	23 	-1  	//Aegis
271 	29 	30 	69 	24 	-1 	//Aegis
272 	29 	30 	75 	13 	-1 	//Lord Centurion
272 	29 	30 	78 	19 	-1 	//Lord Centurion
272 	29 	30 	80 	12 	-1 	//Lord Centurion
272 	29 	30 	79 	26 	-1 	//Lord Centurion
272 	29 	30 	97 	17 	-1 	//Lord Centurion
272 	29 	30 	81 	14 	-1 	//Lord Centurion
272 	29 	30 	91 	9 	-1 	//Lord Centurion
272 	29 	30 	98 	10 	-1 	//Lord Centurion
272 	29 	30 	109 	26 	-1 	//Lord Centurion
272 	29 	30 	119 	44 	-1 	//Lord Centurion
273 	29 	30 	113 	83 	-1 	//Necron
273 	29 	30 	122 	96 	-1 	//Necron 
273 	29 	30 	101 	108 	-1  	//Necron
273 	29 	30 	81 	81 	-1  	//Necron
273 	29 	30 	87 	92 	-1  	//Necron
273 	29 	30 	73 	77 	-1  	//Necron
273 	29 	30 	77 	82 	-1  	//Necron
273 	29 	30 	63 	69 	-1  	//Necron
274 	29 	30 	37 	68 	-1 	//Schriker
274 	29 	30 	45 	70 	-1 	//Schriker
274 	29 	30 	36 	49 	-1 	//Schriker
274 	29 	30 	30 	62 	-1 	//Schriker
274 	29 	30 	27 	48 	-1 	//Schriker
274 	29 	30 	41 	76 	-1 	//Schriker
274 	29 	30 	45 	90 	-1 	//Schriker
274 	29 	30 	36 	104 	-1 	//Schriker
274 	29 	30 	48 	112 	-1 	//Schriker
274 	29 	30 	43 	91 	-1 	//Schriker
274 	29 	30 	42 	94 	-1 	//Schriker
274 	29 	30 	38 	112 	-1 	//Schriker
268 	29 	30 	109 	54 	-1 	//Death Angel
268 	29 	30 	107 	54 	-1  	//Death Angel
268 	29 	30 	120 	67 	-1  	//Death Angel
268 	29 	30 	115 	78 	-1  	//Death Angel
268 	29 	30 	118 	78 	-1  	//Death Angel
268 	29 	30 	105 	91 	-1  	//Death Angel
268 	29 	30 	97 	96 	-1  	//Death Angel
268 	29 	30 	101 	92 	-1  	//Death Angel
268 	29 	30 	109 	101 	-1  	//Death Angel
268 	29 	30 	88 	87 	-1  	//Death Angel
269 	29 	30 	77 	86 	-1 	//Death Centurion
269 	29 	30 	82 	91 	-1 	//Death Centurion
269 	29 	30 	70 	69 	-1 	//Death Centurion
269 	29 	30 	54 	78 	-1 	//Death Centurion
269 	29 	30 	65 	71 	-1 	//Death Centurion
270 	29 	30 	94 	19 	-1 	//Bloody Soldier
270 	29 	30 	113 	20 	-1 	//Bloody Soldier
270 	29 	30 	109 	24 	-1 	//Bloody Soldier
270 	29 	30 	104 	32 	-1 	//Bloody Soldier
270 	29 	30 	112 	40 	-1 	//Bloody Soldier
270 	29 	30 	108 	29 	-1 	//Bloody Soldier
270 	29 	30 	108 	37 	-1 	//Bloody Soldier
270 	29 	30 	107 	41 	-1 	//Bloody Soldier
270 	29 	30 	115 	65 	-1 	//Bloody Soldier
270 	29 	30 	115 	60 	-1 	//Bloody Soldier
270 	29 	30 	104 	66 	-1 	//Bloody Soldier
270 	29 	30 	116 	75 	-1 	//Bloody Soldier
271 	29 	30 	40 	9 	-1 	//Aegis
271 	29 	30 	36 	26 	-1  	//Aegis
271 	29 	30 	33 	19 	-1  	//Aegis
271 	29 	30 	37 	16 	-1  	//Aegis
271 	29 	30 	42 	23 	-1  	//Aegis
271 	29 	30 	42 	9 	-1  	//Aegis
271 	29 	30 	45 	16 	-1  	//Aegis
271 	29 	30 	50 	25 	-1  	//Aegis
271 	29 	30 	52 	14 	-1  	//Aegis
271 	29 	30 	58 	24 	-1  	//Aegis
271 	29 	30 	62 	23 	-1  	//Aegis
271 	29 	30 	69 	24 	-1 	//Aegis
272 	29 	30 	75 	13 	-1 	//Lord Centurion
272 	29 	30 	78 	19 	-1 	//Lord Centurion
272 	29 	30 	80 	12 	-1 	//Lord Centurion
272 	29 	30 	79 	26 	-1 	//Lord Centurion
272 	29 	30 	97 	17 	-1 	//Lord Centurion
272 	29 	30 	81 	14 	-1 	//Lord Centurion
272 	29 	30 	91 	9 	-1 	//Lord Centurion
272 	29 	30 	98 	10 	-1 	//Lord Centurion
272 	29 	30 	109 	26 	-1 	//Lord Centurion
272 	29 	30 	119 	44 	-1 	//Lord Centurion
273 	29 	30 	113 	83 	-1 	//Necron
273 	29 	30 	122 	96 	-1 	//Necron 
273 	29 	30 	101 	108 	-1  	//Necron
273 	29 	30 	81 	81 	-1  	//Necron
273 	29 	30 	87 	92 	-1  	//Necron
273 	29 	30 	73 	77 	-1  	//Necron
273 	29 	30 	77 	82 	-1  	//Necron
273 	29 	30 	63 	69 	-1  	//Necron
274 	29 	30 	37 	68 	-1 	//Schriker
274 	29 	30 	45 	70 	-1 	//Schriker
274 	29 	30 	36 	49 	-1 	//Schriker
274 	29 	30 	30 	62 	-1 	//Schriker
274 	29 	30 	27 	48 	-1 	//Schriker
274 	29 	30 	41 	76 	-1 	//Schriker
274 	29 	30 	45 	90 	-1 	//Schriker
274 	29 	30 	36 	104 	-1 	//Schriker
274 	29 	30 	48 	112 	-1 	//Schriker
274 	29 	30 	43 	91 	-1 	//Schriker
274 	29 	30 	42 	94 	-1 	//Schriker
274 	29 	30 	38 	112 	-1 	//Schriker
end
//Kalima 7
//Mob	Map	Radio	CordX	CordY	Strong	Name
2
331 	36 	30 	40 	9 	-1 	//Aegis
331 	36 	30 	36 	26 	-1  	//Aegis
331 	36 	30 	33 	19 	-1  	//Aegis
331 	36 	30 	37 	16 	-1  	//Aegis
331 	36 	30 	42 	23 	-1  	//Aegis
331 	36 	30 	42 	9 	-1  	//Aegis
331 	36 	30 	45 	16 	-1  	//Aegis
331 	36 	30 	50 	25 	-1  	//Aegis
331 	36 	30 	52 	14 	-1  	//Aegis
331 	36 	30 	58 	24 	-1  	//Aegis
331 	36 	30 	62 	23 	-1  	//Aegis
331 	36 	30 	69 	24 	-1  	//Aegis
332 	36 	30 	75 	13 	-1 	//Lord Centurion
332 	36 	30 	78 	19 	-1  	//Lord Centurion
332 	36 	30 	80 	12 	-1  	//Lord Centurion
332 	36 	30 	79 	26 	-1  	//Lord Centurion
332 	36 	30 	97 	17 	-1  	//Lord Centurion
332 	36 	30 	81 	14 	-1  	//Lord Centurion
332 	36 	30 	91 	9 	-1  	//Lord Centurion
332 	36 	30 	98 	10 	-1  	//Lord Centurion
332 	36 	30 	109 	26 	-1  	//Lord Centurion
332 	36 	30 	119 	44 	-1  	//Lord Centurion
333 	36 	30 	94 	19 	-1 	//Bloody Soldier
333 	36 	30 	113 	20 	-1 	//Bloody Soldier
333 	36 	30 	109 	24 	-1 	//Bloody Soldier
333 	36 	30	104 	32 	-1 	//Bloody Soldier
333 	36 	30 	112 	40 	-1 	//Bloody Soldier
333 	36 	30 	108 	36 	-1 	//Bloody Soldier
333 	36 	30 	108 	37 	-1 	//Bloody Soldier
333 	36 	30 	107 	41 	-1 	//Bloody Soldier
333 	36 	30	115 	65 	-1 	//Bloody Soldier
333 	36 	30 	115 	60 	-1 	//Bloody Soldier
333 	36 	30 	104 	66 	-1 	//Bloody Soldier
333 	36 	30 	116 	75 	-1 	//Bloody Soldier
334 	36 	30 	109 	54 	-1 	//Death Angel
334 	36 	30 	107 	54 	-1  	//Death Angel
334 	36 	30 	120 	67 	-1  	//Death Angel
334 	36 	30 	115 	78 	-1  	//Death Angel
334 	36 	30 	118 	78 	-1  	//Death Angel
334 	36 	30 	105 	91 	-1  	//Death Angel
334 	36 	30 	97 	96 	-1  	//Death Angel
334 	36 	30 	101 	92 	-1  	//Death Angel
334 	36 	30 	109 	101 	-1  	//Death Angel
334 	36 	30 	88 	87 	-1  	//Death Angel
335 	36 	30 	113 	83 	-1 	//Necron
335 	36 	30 	122 	96 	-1 	//Necron
335 	36 	30 	101 	108 	-1 	//Necron
335 	36 	30 	81 	81 	-1 	//Necron
335 	36 	30 	87 	92 	-1 	//Necron
335 	36 	30 	73 	77 	-1 	//Necron
335 	36 	30 	77 	82 	-1 	//Necron
335 	36 	30 	63 	69 	-1 	//Necron
336 	36	30 	77 	86 	-1 	//Death Centurion
336 	36 	30 	82 	91 	-1  	//Death Centurion
336 	36 	30 	70 	69 	-1  	//Death Centurion
336 	36 	30 	54 	78 	-1  	//Death Centurion
336 	36 	30 	65 	71 	-1  	//Death Centurion
337 	36 	30 	37 	68 	-1 	//Schriker
337 	36 	30 	45 	70 	-1 	//Schriker
337 	36 	30 	36 	49 	-1 	//Schriker
337 	36 	30 	30 	62 	-1 	//Schriker
337 	36 	30 	27 	48 	-1 	//Schriker
337 	36 	30 	41 	76 	-1 	//Schriker
337 	36 	30 	45 	90 	-1 	//Schriker
337 	36 	30 	36 	104 	-1 	//Schriker
337 	36 	30 	48 	112 	-1 	//Schriker
337 	36 	30 	43 	91 	-1 	//Schriker
337 	36 	30 	42 	94 	-1 	//Schriker
337 	36 	30 	38 	112 	-1 	//Schriker
338 	36 	30 	23 	86 	-1	//Illusion of Kundun
331 	36 	30 	40 	9 	-1 	//Aegis
331 	36 	30 	36 	26 	-1  	//Aegis
331 	36 	30 	33 	19 	-1  	//Aegis
331 	36 	30 	37 	16 	-1  	//Aegis
331 	36 	30 	42 	23 	-1  	//Aegis
331 	36 	30 	42 	9 	-1  	//Aegis
331 	36 	30 	45 	16 	-1  	//Aegis
331 	36 	30 	50 	25 	-1  	//Aegis
331 	36 	30 	52 	14 	-1  	//Aegis
331 	36 	30 	58 	24 	-1  	//Aegis
331 	36 	30 	62 	23 	-1  	//Aegis
331 	36 	30 	69 	24 	-1  	//Aegis
332 	36 	30 	75 	13 	-1 	//Lord Centurion
332 	36 	30 	78 	19 	-1  	//Lord Centurion
332 	36 	30 	80 	12 	-1  	//Lord Centurion
332 	36 	30 	79 	26 	-1  	//Lord Centurion
332 	36 	30 	97 	17 	-1  	//Lord Centurion
332 	36 	30 	81 	14 	-1  	//Lord Centurion
332 	36 	30 	91 	9 	-1  	//Lord Centurion
332 	36 	30 	98 	10 	-1  	//Lord Centurion
332 	36 	30 	109 	26 	-1  	//Lord Centurion
332 	36 	30 	119 	44 	-1  	//Lord Centurion
333 	36 	30 	94 	19 	-1 	//Bloody Soldier
333 	36 	30 	113 	20 	-1 	//Bloody Soldier
333 	36 	30 	109 	24 	-1 	//Bloody Soldier
333 	36 	30	104 	32 	-1 	//Bloody Soldier
333 	36 	30 	112 	40 	-1 	//Bloody Soldier
333 	36 	30 	108 	36 	-1 	//Bloody Soldier
333 	36 	30 	108 	37 	-1 	//Bloody Soldier
333 	36 	30 	107 	41 	-1 	//Bloody Soldier
333 	36 	30	115 	65 	-1 	//Bloody Soldier
333 	36 	30 	115 	60 	-1 	//Bloody Soldier
333 	36 	30 	104 	66 	-1 	//Bloody Soldier
333 	36 	30 	116 	75 	-1 	//Bloody Soldier
334 	36 	30 	109 	54 	-1 	//Death Angel
334 	36 	30 	107 	54 	-1  	//Death Angel
334 	36 	30 	120 	67 	-1  	//Death Angel
334 	36 	30 	115 	78 	-1  	//Death Angel
334 	36 	30 	118 	78 	-1  	//Death Angel
334 	36 	30 	105 	91 	-1  	//Death Angel
334 	36 	30 	97 	96 	-1  	//Death Angel
334 	36 	30 	101 	92 	-1  	//Death Angel
334 	36 	30 	109 	101 	-1  	//Death Angel
334 	36 	30 	88 	87 	-1  	//Death Angel
335 	36 	30 	113 	83 	-1 	//Necron
335 	36 	30 	122 	96 	-1 	//Necron
335 	36 	30 	101 	108 	-1 	//Necron
335 	36 	30 	81 	81 	-1 	//Necron
335 	36 	30 	87 	92 	-1 	//Necron
335 	36 	30 	73 	77 	-1 	//Necron
335 	36 	30 	77 	82 	-1 	//Necron
335 	36 	30 	63 	69 	-1 	//Necron
336 	36	30 	77 	86 	-1 	//Death Centurion
336 	36 	30 	82 	91 	-1  	//Death Centurion
336 	36 	30 	70 	69 	-1  	//Death Centurion
336 	36 	30 	54 	78 	-1  	//Death Centurion
336 	36 	30 	65 	71 	-1  	//Death Centurion
337 	36 	30 	37 	68 	-1 	//Schriker
337 	36 	30 	45 	70 	-1 	//Schriker
337 	36 	30 	36 	49 	-1 	//Schriker
337 	36 	30 	30 	62 	-1 	//Schriker
337 	36 	30 	27 	48 	-1 	//Schriker
337 	36 	30 	41 	76 	-1 	//Schriker
337 	36 	30 	45 	90 	-1 	//Schriker
337 	36 	30 	36 	104 	-1 	//Schriker
337 	36 	30 	48 	112 	-1 	//Schriker
337 	36 	30 	43 	91 	-1 	//Schriker
337 	36 	30 	42 	94 	-1 	//Schriker
337 	36 	30 	38 	112 	-1 	//Schriker
331 	36 	30 	40 	9 	-1 	//Aegis
331 	36 	30 	36 	26 	-1  	//Aegis
331 	36 	30 	33 	19 	-1  	//Aegis
331 	36 	30 	37 	16 	-1  	//Aegis
331 	36 	30 	42 	23 	-1  	//Aegis
331 	36 	30 	42 	9 	-1  	//Aegis
331 	36 	30 	45 	16 	-1  	//Aegis
331 	36 	30 	50 	25 	-1  	//Aegis
331 	36 	30 	52 	14 	-1  	//Aegis
331 	36 	30 	58 	24 	-1  	//Aegis
331 	36 	30 	62 	23 	-1  	//Aegis
331 	36 	30 	69 	24 	-1  	//Aegis
332 	36 	30 	75 	13 	-1 	//Lord Centurion
332 	36 	30 	78 	19 	-1  	//Lord Centurion
332 	36 	30 	80 	12 	-1  	//Lord Centurion
332 	36 	30 	79 	26 	-1  	//Lord Centurion
332 	36 	30 	97 	17 	-1  	//Lord Centurion
332 	36 	30 	81 	14 	-1  	//Lord Centurion
332 	36 	30 	91 	9 	-1  	//Lord Centurion
332 	36 	30 	98 	10 	-1  	//Lord Centurion
332 	36 	30 	109 	26 	-1  	//Lord Centurion
332 	36 	30 	119 	44 	-1  	//Lord Centurion
333 	36 	30 	94 	19 	-1 	//Bloody Soldier
333 	36 	30 	113 	20 	-1 	//Bloody Soldier
333 	36 	30 	109 	24 	-1 	//Bloody Soldier
333 	36 	30	104 	32 	-1 	//Bloody Soldier
333 	36 	30 	112 	40 	-1 	//Bloody Soldier
333 	36 	30 	108 	36 	-1 	//Bloody Soldier
