//ItemIndex	ItemSubGroup	ItemSubIndex	szModelFolder	szModelName	szItemName	KindA	KindB	Type	TwoHands	DropLevel	Slot	SkillIndex	Width	Height	DamageMin	DamageMax	DefenseRate	Defense	MagicResistance	AttackSpeed	WalkSpeed	Durability	MagicDur	MagicPower	ReqStr	ReqDex	ReqEne	ReqVit	ReqCmd	ReqLvl	ItemValue	Money	SetAttr	DW	DK	FE	MG	DL	SU	RF	GL	RW	SL	GC	Resist[0]	Resist[1]	Resist[2]	Resist[3]	Resist[4]	Resist[5]	Resist[6]	Dump	Transaction	PersonalStore	Warehouse	SellNpc	Expensive	Repair	Overlap	PcFlag	MuunFlag	Unk_End[0]	Unk_End[1]	Unk_End[2]
7194	14	26	"Data\Item\"	"Quest03.bmd"	"Soul Shard of Wizard"	0	55	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7196	14	28	"Data\Item\"	"hellasitem00.bmd"	"Lost Map"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
7197	14	29	"Data\Item\"	"hellasitem01.bmd"	"Symbol of Kundun"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	5	0	0	0	0	0
7199	14	31	"Data\Item\"	"suho.bmd"	"Jewel of Guardian"	9	56	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	255	0	0	0	0	0
7200	14	32	"Data\Item\"	"giftbox_bp.bmd"	"Pink Chocolate Box"	0	71	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
7201	14	33	"Data\Item\"	"giftbox_br.bmd"	"Red Chocolate Box"	0	71	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
7202	14	34	"Data\Item\"	"giftbox_bb.bmd"	"Blue Chocolate Box"	0	71	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
7203	14	35	"Data\Item\"	"sdwater01.bmd"	"Small SD Potion"	0	51	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	255	0	0	0	0	0
7204	14	36	"Data\Item\"	"sdwater02.bmd"	"SD Potion"	0	51	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	255	0	0	0	0	0
7205	14	37	"Data\Item\"	"sdwater03.bmd"	"Large SD Potion"	0	51	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	255	0	0	0	0	0
7206	14	38	"Data\Item\"	"megawater01.bmd"	"Small Complex Potion"	0	51	0	0	68	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	255	0	0	0	0	0
7207	14	39	"Data\Item\"	"megawater02.bmd"	"Complex Potion"	0	51	0	0	96	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	255	0	0	0	0	0
7208	14	40	"Data\Item\"	"megawater03.bmd"	"Large Complex Potion"	0	51	0	0	118	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	255	0	0	0	0	0
7209	14	41	"Data\Item\"	"rs.bmd"	"Gemstone"	9	58	0	0	25	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	255	0	0	0	0	0
7210	14	42	"Data\Item\"	"jos.bmd"	"Jewel of Harmony"	9	56	0	0	25	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	255	0	0	0	0	0
7211	14	43	"Data\Item\"	"LowRefineStone.bmd"	"Lower refining stone"	9	59	0	0	25	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	255	0	0	0	0	0
7212	14	44	"Data\Item\"	"HighRefineStone.bmd"	"Higher refining stone"	9	59	0	0	25	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	255	0	0	0	0	0
7213	14	45	"Data\Item\"	"hobakhead.bmd"	"Pumpkin of Luck"	0	0	0	0	1	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
7214	14	46	"Data\Item\"	"hellowinscroll.bmd"	"[Increase]Jack O'Lantern Blessings"	7	74	0	0	0	255	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	255	0	0	0	0	0
7215	14	47	"Data\Item\"	"hellowinscroll.bmd"	"[Enhance]Jack O'Lantern Wrath"	7	74	0	0	0	255	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	255	0	0	0	0	0
7216	14	48	"Data\Item\"	"hellowinscroll.bmd"	"[Enhance]Jack O'Lantern Cry"	7	74	0	0	0	255	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	255	0	0	0	0	0
7217	14	49	"Data\Item\"	"Gogi.bmd"	"[Increase]Jack O'Lantern Food"	7	74	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	255	0	0	0	0	0
7218	14	50	"Data\Item\"	"pumpkincup.bmd"	"[Increase]Jack O'Lantern Drink"	7	74	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	255	0	0	0	0	0
7219	14	51	"Data\Item\"	"MagicBox02.bmd"	"Chistmas Star"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
7220	14	52	"Data\Item\"	"GM02.bmd"	"GM Gift"	0	71	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
7221	14	53	"Data\Item\"	"bujuck01.bmd"	"Talisman of Luck"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
7222	14	54	"Data\Item\"	"juju.bmd"	"Chaos Card"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
7223	14	55	"Data\Item\"	"roboxgreen.bmd"	"Green Chaos Box"	0	71	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
7224	14	56	"Data\Item\"	"roboxred.bmd"	"Red Chaos Box"	0	71	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
7225	14	57	"Data\Item\"	"roboxpurple.bmd"	"Purple Chaos Box"	0	71	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
7226	14	58	"Data\Item\"partCharge1\	expensiveitem01.bmd"	"Rare Item Ticket1	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
7227	14	59	"Data\Item\"partCharge1\	expensiveitem02a.bmd"	"Rare Item Ticket2	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
7228	14	60	"Data\Item\"partCharge1\	expensiveitem02b.bmd"	"Rare Item Ticket3	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
7231	14	63	"Data\Item\"	"GM01.bmd"	"Firecracker"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
7232	14	64	"Data\Item\"	"songss.bmd"	"Cursed Castle Water"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
7233	14	65	"Data\Item\"	"deathbeamstone.bmd"	"Death-beam Knight Flame"	0	55	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7234	14	66	"Data\Item\"	"hellhorn.bmd"	"Hell-Miner Horn"	0	55	0	0	0	255	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7235	14	67	"Data\Item\"	"phoenixfeather.bmd"	"Dark Phoenix Feather"	0	55	0	0	0	255	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7236	14	68	"Data\Item\"	"deye.bmd"	"Abyssal Eye"	0	55	0	0	0	255	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7238	14	70	"Data\Item\"	"epotionr.bmd"	"Elite Healing Potion"	0	51	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	255	0	0	0	0	0
7239	14	71	"Data\Item\"	"epotionb.bmd"	"Elite Mana Potion"	0	51	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	255	0	0	0	0	0
7240	14	72	"Data\Item\"	"elitescroll_quick.bmd"	"Scroll of Quickness"	7	48	0	0	0	255	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7241	14	73	"Data\Item\"	"elitescroll_depence.bmd"	"Scroll of Defense"	7	48	0	0	0	255	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7242	14	74	"Data\Item\"	"elitescroll_anger.bmd"	"Scroll of Wrath"	7	48	0	0	0	255	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7243	14	75	"Data\Item\"	"elitescroll_magic.bmd"	"Scroll of Wizardry"	7	48	0	0	0	255	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7244	14	76	"Data\Item\"	"elitescroll_strenth.bmd"	"Scroll of Health"	7	48	0	0	0	255	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7245	14	77	"Data\Item\"	"elitescroll_mana.bmd"	"Scroll of Mana"	7	48	0	0	0	255	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7246	14	78	"Data\Item\"	"secret_power.bmd"	"Elixir of Strength"	7	49	0	0	0	255	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7247	14	79	"Data\Item\"	"secret_quick.bmd"	"Elixir of Agility"	7	49	0	0	0	255	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7248	14	80	"Data\Item\"	"secret_strenth.bmd"	"Elixir of Vitality"	7	49	0	0	0	255	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7249	14	81	"Data\Item\"	"secret_energe.bmd"	"Elixir of Energy"	7	49	0	0	0	255	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7250	14	82	"Data\Item\"	"secret_command.bmd"	"Elixir of Leadership"	7	49	0	0	0	255	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7252	14	84	"Data\Item\"	"cherrybox.bmd"	"Cherry Blossom Play-Box"	0	71	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
7253	14	85	"Data\Item\"	"chwine.bmd"	"[Increase]Cherry Blossom Wine"	7	74	0	0	0	255	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	255	0	0	0	0	0
7254	14	86	"Data\Item\"	"chgateaux.bmd"	"[Increase]Cherry Blossom Rice Cake"	7	74	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	255	0	0	0	0	0
7255	14	87	"Data\Item\"	"chpetal.bmd"	"[Enhance]Cherry Blossom Flower Petal"	7	74	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	255	0	0	0	0	0
7257	14	89	"Data\Item\"cherryblossom\	chbranche_red.bmd"	"Red Cherry Blossom Branch"	0	0	0	0	0	255	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	255	0	0	0	0	0
7258	14	90	"Data\Item\"	"chbranche_yellow.bmd"	"Golden Cherry Blossom Branch"	0	0	0	0	0	255	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	255	0	0	0	0	0
7264	14	96	"Data\Item\"	"strengamulet.bmd"	"Talisman of Chaos Assembly"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
7265	14	97	"Data\Item\"	"battlescroll.bmd"	"Scroll of Battle"	7	48	0	0	0	255	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7266	14	98	"Data\Item\"	"strengscroll.bmd"	"Scroll of Strength"	7	48	0	0	0	255	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7267	14	99	"Data\Item\"	"xmasfire.bmd"	"Christmas Firecracker"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
7268	14	100	"Data\Item\"	"coin7.bmd"	"Lucky Coin"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	255	0	0	0	0	0
7269	14	101	"Data\Item\"	"doubt_paper.bmd"	"Suspicious Scrap of Paper"	0	0	0	0	32	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	5	0	0	0	0	0
7270	14	102	"Data\Item\"	"warrant.bmd"	"Gaion's Order"	0	53	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
7271	14	103	"Data\Item\"	"secromicon_piece.bmd"	"First Secromicon Fragment"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
7272	14	104	"Data\Item\"	"secromicon_piece.bmd"	"Second Secromicon Fragment"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
7273	14	105	"Data\Item\"	"secromicon_piece.bmd"	"Third Secromicon Fragment"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
7274	14	106	"Data\Item\"	"secromicon_piece.bmd"	"Fourth Secromicon Fragment"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
7275	14	107	"Data\Item\"	"secromicon_piece.bmd"	"Fifth Secromicon Fragment"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
7276	14	108	"Data\Item\"	"secromicon_piece.bmd"	"Sixth Secromicon Fragment"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
7277	14	109	"Data\Item\"	"secromicon.bmd"	"Complete Secromicon"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
7278	14	110	"Data\Item\"	"indication.bmd"	"Sign of Dimensions"	0	0	0	0	32	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	5	0	0	0	0	0
7279	14	111	"Data\Item\"	"speculum.bmd"	"Mirror of Dimensions"	0	53	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
7280	14	112	"Data\Item\"	"ItemBoxKey_silver.bmd"	"Silver Key"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7281	14	113	"Data\Item\"	"ItemBoxKey_gold.bmd"	"Gold Key"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7282	14	114	"Data\Item\"	"primium_membership_item.bmd"	"Master Skill Reset"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7283	14	115	"Data\Item\"	"primium_membership_item.bmd"	"Stat Adjustment"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7284	14	116	"Data\Item\"	"primium_membership_item.bmd"	"Character Relocation Service"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7285	14	117	"Data\Item\"	"primium_membership_item.bmd"	"Character Rename Service"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7286	14	118	"Data\Item\"	"primium_membership_item.bmd"	"Server Relocation Service"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7287	14	119	"Data\Item\"	"primium_membership_item.bmd"	"Premium Package"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7288	14	120	"Data\Item\"	"gold_coin.bmd"	"Legend Credit Coin"	0	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
7289	14	121	"Data\Item\"	"itembox_gold.bmd"	"Sealed Golden Box"	0	71	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
7290	14	122	"Data\Item\"	"itembox_silver.bmd"	"Sealed Silver Box"	0	71	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
